C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_07_988.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_07_988.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_07_988.jpg, 0, 0, 0, 8.098569E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_08_090.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_08_090.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_08_090.jpg, 0, 0, 0, 8.084331E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_08_195.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_08_195.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_08_195.jpg, 0, 0, 0, 7.9894E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_08_298.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_08_298.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_08_298.jpg, 0, 0, 0, 8.000574E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_08_400.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_08_400.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_08_400.jpg, 0, 0, 0, 8.069583E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_08_500.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_08_500.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_08_500.jpg, 0, 0, 0, 8.536523E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_08_604.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_08_604.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_08_604.jpg, 0, 0, 0, 8.02693E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_08_707.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_08_707.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_08_707.jpg, 0, 0, 0, 8.153023E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_08_809.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_08_809.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_08_809.jpg, 0, 0, 0, 7.999149E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_08_914.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_08_914.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_08_914.jpg, 0, 0, 0, 7.97984E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_09_018.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_09_018.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_09_018.jpg, 0, 0, 0, 8.141217E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_09_121.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_09_121.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_09_121.jpg, 0, 0, 0, 8.270019E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_09_227.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_09_227.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_09_227.jpg, 0, 0, 0, 8.14716E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_09_328.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_09_328.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_09_328.jpg, 0, 0, 0, 7.97266E-05
C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\center_2021_11_12_11_08_09_434.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\left_2021_11_12_11_08_09_434.jpg, C:\Users\soham\Desktop\SDC\Udacity Simulator Data\IMG\right_2021_11_12_11_08_09_434.jpg, 0, 0, 0, 8.089974E-05
